model,best_params,KF_Acc,KF_Prec,KF_Rec,KF_F1,KF_AUC,LOO_Acc,LOO_Prec,LOO_Rec,LOO_F1,LOO_AUC,csv,threshold,n_features,n_pos,n_neg
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.5252525252525253,0.5172413793103449,0.9,0.656934306569343,0.5402040816326531,0.1919191919191919,0.27941176470588236,0.38,0.3220338983050847,1.0,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.5151515151515151,0.5119047619047619,0.86,0.6417910447761194,0.5293877551020407,0.1919191919191919,0.27941176470588236,0.38,0.3220338983050847,1.0,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6060606060606061,0.17073170731707318,0.5833333333333334,0.2641509433962264,0.5565134099616859,0.5656565656565656,0.1836734693877551,0.75,0.29508196721311475,0.7021072796934866,best_combo_4_w10_radius_mean_max_mass,3.0,4,12,87
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.5353535353535354,0.5232558139534884,0.9,0.6617647058823529,0.5253061224489797,0.1717171717171717,0.25757575757575757,0.34,0.29310344827586204,1.0,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.9393939393939394,1.0,0.5,0.6666666666666666,0.8381226053639848,0.898989898989899,1.0,0.16666666666666666,0.2857142857142857,0.850095785440613,best_combo_5_w10_radius_mean_radius_diff,3.0,4,12,87
KNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.8787878787878788,0.5,0.16666666666666666,0.25,0.746168582375479,0.8787878787878788,0.5,0.16666666666666666,0.25,0.7490421455938698,best_combo_0_w10_radius_mean,3.0,3,12,87
LogisticRegression,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.5858585858585859,0.16279069767441862,0.5833333333333334,0.2545454545454545,0.5756704980842913,0.6262626262626263,0.16216216216216217,0.5,0.24489795918367346,0.632183908045977,best_combo_5_w10_radius_mean_radius_diff,3.0,4,12,87
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6060606060606061,0.15384615384615385,0.5,0.23529411764705882,0.5651340996168582,0.5555555555555556,0.15217391304347827,0.5833333333333334,0.2413793103448276,0.646551724137931,best_combo_2_w10_radius_mean_max_mass_max_Z4,3.0,5,12,87
SVM_Linear,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__kernel': 'linear'}",0.5151515151515151,0.14,0.5833333333333334,0.22580645161290322,0.32950191570881227,0.5353535353535354,0.14583333333333334,0.5833333333333334,0.23333333333333334,0.3218390804597701,best_combo_0_w10_radius_mean,3.0,3,12,87
KNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7883141762452107,0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7978927203065133,best_combo_2_w10_radius_mean_max_mass_max_Z4,3.0,5,12,87
KNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7883141762452107,0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7978927203065133,best_combo_4_w10_radius_mean_max_mass,3.0,4,12,87
KNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.8686868686868687,0.4,0.16666666666666666,0.23529411764705882,0.7950191570881225,0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.8098659003831418,best_combo_5_w10_radius_mean_radius_diff,3.0,4,12,87
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.6161616161616161,0.175,0.5833333333333334,0.2692307692307692,0.5909961685823755,0.5656565656565656,0.13953488372093023,0.5,0.21818181818181817,0.6168582375478928,best_combo_1_w10_radius_mean_max_mass_max_Z,3.0,5,12,87
KNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7883141762452107,0.8484848484848485,0.2857142857142857,0.16666666666666666,0.21052631578947367,0.7950191570881224,best_combo_3_w10_radius_mean_max_Z4_max_Z,3.0,5,12,87
KNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.8585858585858586,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7863984674329503,0.8484848484848485,0.2857142857142857,0.16666666666666666,0.21052631578947367,0.7950191570881224,best_combo_1_w10_radius_mean_max_mass_max_Z,3.0,5,12,87
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.5555555555555556,0.15217391304347827,0.5833333333333334,0.2413793103448276,0.60727969348659,0.5252525252525253,0.1276595744680851,0.5,0.2033898305084746,0.5795019157088123,best_combo_0_w10_radius_mean,3.0,3,12,87
SVM_Linear,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__kernel': 'linear'}",0.494949494949495,0.10416666666666667,0.4166666666666667,0.16666666666666666,0.4703065134099617,0.5151515151515151,0.125,0.5,0.2,0.38697318007662834,best_combo_2_w10_radius_mean_max_mass_max_Z4,3.0,5,12,87
SVM_Linear,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__kernel': 'linear'}",0.494949494949495,0.12,0.5,0.1935483870967742,0.4482758620689655,0.5151515151515151,0.125,0.5,0.2,0.3390804597701149,best_combo_1_w10_radius_mean_max_mass_max_Z,3.0,5,12,87
SVM_Linear,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__kernel': 'linear'}",0.48484848484848486,0.11764705882352941,0.5,0.19047619047619047,0.450191570881226,0.5151515151515151,0.125,0.5,0.2,0.3448275862068966,best_combo_4_w10_radius_mean_max_mass,3.0,4,12,87
SVM_Linear,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__kernel': 'linear'}",0.494949494949495,0.10416666666666667,0.4166666666666667,0.16666666666666666,0.47318007662835254,0.5151515151515151,0.125,0.5,0.2,0.39750957854406127,best_combo_3_w10_radius_mean_max_Z4_max_Z,3.0,5,12,87
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__kernel': 'linear'}",0.41414141414141414,0.12903225806451613,0.6666666666666666,0.21621621621621623,0.4549808429118774,0.7373737373737373,0.15,0.25,0.1875,0.26915708812260536,best_combo_5_w10_radius_mean_radius_diff,3.0,4,12,87
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.5656565656565656,0.15555555555555556,0.5833333333333334,0.24561403508771928,0.5574712643678161,0.5555555555555556,0.11904761904761904,0.4166666666666667,0.18518518518518517,0.5210727969348659,best_combo_3_w10_radius_mean_max_Z4_max_Z,3.0,5,12,87
